,index,longitude,latitude,acq_date,acq_time,satellite
1752,356954,-87.1973,39.164184,2022-11-09,1630,L8
1763,356965,-87.686619,39.239371,2022-11-09,1630,L8
1764,356966,-88.462788,39.32033,2022-11-09,1630,L8
1765,356967,-88.121623,39.33493,2022-11-09,1630,L8
1770,356972,-87.203357,39.337994,2022-11-09,1630,L8
1774,356976,-87.430139,39.363869,2022-11-09,1630,L8
1779,356981,-88.48797,39.50652,2022-11-09,1630,L8
1782,356984,-88.189403,39.513743,2022-11-09,1630,L8
1797,356999,-89.031568,32.241586,2022-11-09,1631,L8
1802,357004,-89.133849,32.354076,2022-11-09,1631,L8
1804,357006,-89.644498,32.356031,2022-11-09,1631,L8
1805,357007,-90.217549,32.448181,2022-11-09,1631,L8
1815,357017,-89.48998,32.474152,2022-11-09,1631,L8
1816,357018,-89.72373,32.521516,2022-11-09,1631,L8
1824,357026,-90.20198,32.557841,2022-11-09,1631,L8
1825,357027,-89.462866,32.591553,2022-11-09,1631,L8
1828,357030,-88.938611,32.614539,2022-11-09,1631,L8
1835,357037,-89.199816,32.759302,2022-11-09,1631,L8
1836,357038,-89.937888,32.763638,2022-11-09,1631,L8
1839,357041,-90.097138,32.777379,2022-11-09,1631,L8
1840,357042,-89.512326,32.828626,2022-11-09,1631,L8
1841,357043,-88.994277,32.832005,2022-11-09,1631,L8
1842,357044,-89.984933,32.897217,2022-11-09,1631,L8
1843,357045,-88.88693,33.073921,2022-11-09,1631,L8
1846,357048,-89.12346,33.088512,2022-11-09,1631,L8
1847,357049,-89.504171,33.096321,2022-11-09,1631,L8
1849,357051,-88.589082,33.112165,2022-11-09,1631,L8
1854,357056,-88.370292,33.225698,2022-11-09,1631,L8
1858,357060,-88.56902,33.249324,2022-11-09,1631,L8
1865,357067,-89.015591,33.318094,2022-11-09,1631,L8
1866,357068,-88.594515,33.394017,2022-11-09,1631,L8
1886,357088,-88.848109,33.398074,2022-11-09,1631,L8
1926,357128,-90.085168,33.498955,2022-11-09,1631,L8
1928,357130,-88.403048,33.521869,2022-11-09,1631,L8
1931,357133,-89.070279,33.558771,2022-11-09,1631,L8
1932,357134,-88.627054,33.581895,2022-11-09,1631,L8
1955,357157,-88.83054,33.636134,2022-11-09,1631,L8
1961,357163,-90.252981,33.721537,2022-11-09,1631,L8
1963,357165,-88.857386,33.771537,2022-11-09,1631,L8
1971,357173,-89.248133,33.788028,2022-11-09,1631,L8
2026,357228,-88.984058,33.884533,2022-11-09,1631,L8
2032,357234,-88.270994,33.987022,2022-11-09,1631,L8
2034,357236,-88.494446,33.987487,2022-11-09,1631,L8
2037,357239,-89.38834,33.995017,2022-11-09,1631,L8
2044,357246,-89.063405,34.040933,2022-11-09,1631,L8
2050,357252,-88.617273,34.076559,2022-11-09,1631,L8
2054,357256,-88.505486,34.171041,2022-11-09,1631,L8
2055,357257,-88.644042,34.18306,2022-11-09,1631,L8
2056,357258,-89.18799,34.185112,2022-11-09,1631,L8
2059,357261,-89.493266,34.195785,2022-11-09,1631,L8
2060,357262,-89.85509,34.240898,2022-11-09,1631,L8
2076,357278,-89.65284,34.302238,2022-11-09,1631,L8
2080,357282,-89.087461,34.30561,2022-11-09,1631,L8
2084,357286,-89.494741,34.33396,2022-11-09,1631,L8
2088,357290,-88.688785,34.337185,2022-11-09,1631,L8
2094,357296,-88.926613,34.341788,2022-11-09,1631,L8
2111,357313,-88.444168,34.449064,2022-11-09,1631,L8
2116,357318,-88.683696,34.457631,2022-11-09,1631,L8
2119,357321,-88.178912,34.488972,2022-11-09,1631,L8
2122,357324,-89.23365,34.532663,2022-11-09,1631,L8
2123,357325,-89.071095,34.554192,2022-11-09,1631,L8
2126,357328,-89.91344,34.590532,2022-11-09,1631,L8
2128,357330,-88.547365,34.608483,2022-11-09,1631,L8
2130,357332,-89.559847,34.651204,2022-11-09,1631,L8
2131,357333,-88.162429,34.666322,2022-11-09,1631,L8
2132,357334,-89.392156,34.692204,2022-11-09,1631,L8
2136,357338,-88.918873,34.730062,2022-11-09,1631,L8
2137,357339,-88.136699,34.795871,2022-11-09,1631,L8
2141,357343,-89.479828,34.831893,2022-11-09,1631,L8
2146,357348,-89.752825,34.845489,2022-11-09,1631,L8
2149,357351,-88.536325,34.913746,2022-11-09,1631,L8
2158,357360,-89.634572,34.932754,2022-11-09,1631,L8
2164,357366,-89.135227,34.938234,2022-11-09,1631,L8
2165,357367,-88.895544,34.956006,2022-11-09,1631,L8
2169,357371,-89.894348,34.980649,2022-11-09,1631,L8
2176,357378,-88.789045,35.059051,2022-11-09,1631,L8
2179,357381,-89.376248,35.061676,2022-11-09,1631,L8
2180,357382,-88.416659,35.134571,2022-11-09,1631,L8
2199,357401,-88.249213,35.144528,2022-11-09,1631,L8
2203,357405,-89.145715,35.163609,2022-11-09,1631,L8
2206,357408,-89.794401,35.209866,2022-11-09,1631,L8
2212,357414,-88.955996,35.21794,2022-11-09,1631,L8
2222,357424,-88.003538,35.224716,2022-11-09,1631,L8
2228,357430,-89.302702,35.264845,2022-11-09,1631,L8
2234,357436,-88.308286,35.275633,2022-11-09,1631,L8
2240,357442,-87.788491,35.315033,2022-11-09,1631,L8
2250,357452,-88.982661,35.365445,2022-11-09,1631,L8
2260,357462,-89.444712,35.403761,2022-11-09,1631,L8
2272,357474,-88.817685,35.414559,2022-11-09,1631,L8
2276,357478,-88.08195,35.419607,2022-11-09,1631,L8
2297,357499,-88.326958,35.509667,2022-11-09,1631,L8
2298,357500,-88.137859,35.51809,2022-11-09,1631,L8
2299,357501,-88.878996,35.536407,2022-11-09,1631,L8
2301,357503,-89.353473,35.582433,2022-11-09,1631,L8
2311,357513,-89.208033,35.590325,2022-11-09,1631,L8
2319,357521,-87.61295,35.624146,2022-11-09,1631,L8
2327,357529,-88.799184,35.636881,2022-11-09,1631,L8
2331,357533,-88.562469,35.696441,2022-11-09,1631,L8
2335,357537,-88.183236,35.701578,2022-11-09,1631,L8
2338,357540,-88.02817,35.736812,2022-11-09,1631,L8
2343,357545,-88.917158,35.845734,2022-11-09,1631,L8
2344,357546,-88.749941,35.854507,2022-11-09,1631,L8
2345,357547,-89.161854,35.891067,2022-11-09,1631,L8
2347,357549,-89.408364,35.899625,2022-11-09,1631,L8
2349,357551,-88.403969,35.940727,2022-11-09,1631,L8
2351,357553,-88.906319,35.947861,2022-11-09,1631,L8
2353,357555,-88.180589,35.97099,2022-11-09,1631,L8
2355,357557,-88.558536,36.004268,2022-11-09,1631,L8
2362,357564,-88.044893,36.02553,2022-11-09,1631,L8
2363,357565,-87.924724,36.027869,2022-11-09,1631,L8
2368,357570,-88.986092,36.131539,2022-11-09,1631,L8
2369,357571,-88.529291,36.144194,2022-11-09,1631,L8
2373,357575,-88.800447,36.162328,2022-11-09,1631,L8
2376,357578,-88.221149,36.162878,2022-11-09,1631,L8
2378,357580,-89.230362,36.164284,2022-11-09,1631,L8
2381,357583,-88.658045,36.2731,2022-11-09,1631,L8
2382,357584,-89.432109,36.304203,2022-11-09,1631,L8
2395,357597,-88.352513,36.315349,2022-11-09,1631,L8
2396,357598,-88.819073,36.332956,2022-11-09,1631,L8
2397,357599,-89.157475,36.339493,2022-11-09,1631,L8
2400,357602,-88.212165,36.358774,2022-11-09,1631,L8
2407,357609,-89.011696,36.402338,2022-11-09,1631,L8
2409,357611,-87.409912,36.404248,2022-11-09,1631,L8
2416,357618,-88.24367,36.531261,2022-11-09,1631,L8
2439,357641,-88.62444,36.584281,2022-11-09,1631,L8
2473,357675,-89.314641,36.66832,2022-11-09,1631,L8
2837,358039,-90.598876,29.515417,2022-11-09,1632,L8
2848,358050,-90.455217,29.679443,2022-11-09,1632,L8
2852,358054,-90.797235,29.713992,2022-11-09,1632,L8
2870,358072,-90.086111,29.777358,2022-11-09,1632,L8
2871,358073,-90.880462,29.825507,2022-11-09,1632,L8
2944,358146,-90.448856,29.978885,2022-11-09,1632,L8
2962,358164,-90.029018,30.018778,2022-11-09,1632,L8
2990,358192,-90.555055,30.033941,2022-11-09,1632,L8
3000,358202,-90.669043,30.053872,2022-11-09,1632,L8
3005,358207,-90.916507,30.076973,2022-11-09,1632,L8
3006,358208,-91.048914,30.116898,2022-11-09,1632,L8
3012,358214,-91.10932,30.230646,2022-11-09,1632,L8
3015,358217,-89.708452,30.235937,2022-11-09,1632,L8
3016,358218,-90.872645,30.250291,2022-11-09,1632,L8
3021,358223,-90.603556,30.356051,2022-11-09,1632,L8
3023,358225,-89.921141,30.358795,2022-11-09,1632,L8
3025,358227,-89.464826,30.384023,2022-11-09,1632,L8
3028,358230,-90.761895,30.391334,2022-11-09,1632,L8
3031,358233,-90.909448,30.396215,2022-11-09,1632,L8
3041,358243,-90.401961,30.416056,2022-11-09,1632,L8
3050,358252,-90.303472,30.432727,2022-11-09,1632,L8
3060,358262,-90.0398,30.448112,2022-11-09,1632,L8
3082,358284,-89.601765,30.519388,2022-11-09,1632,L8
3094,358296,-90.38399,30.527717,2022-11-09,1632,L8
3096,358298,-90.663337,30.531677,2022-11-09,1632,L8
3099,358301,-90.809934,30.546403,2022-11-09,1632,L8
3104,358306,-90.145614,30.556529,2022-11-09,1632,L8
3123,358325,-90.050609,30.617446,2022-11-09,1632,L8
3131,358333,-90.422034,30.649155,2022-11-09,1632,L8
3133,358335,-89.667541,30.651465,2022-11-09,1632,L8
3135,358337,-90.595994,30.689021,2022-11-09,1632,L8
3141,358343,-89.877952,30.704847,2022-11-09,1632,L8
3142,358344,-90.38059,30.746815,2022-11-09,1632,L8
3143,358345,-90.21423,30.76932,2022-11-09,1632,L8
3150,358352,-89.231345,30.827949,2022-11-09,1632,L8
3152,358354,-90.861204,30.873079,2022-11-09,1632,L8
3155,358357,-90.289035,30.917008,2022-11-09,1632,L8
3156,358358,-89.799475,30.957056,2022-11-09,1632,L8
3159,358361,-90.452316,30.97255,2022-11-09,1632,L8
3170,358372,-90.432993,31.084183,2022-11-09,1632,L8
3174,358376,-90.772491,31.10942,2022-11-09,1632,L8
3175,358377,-89.555645,31.160708,2022-11-09,1632,L8
3181,358383,-89.798292,31.174056,2022-11-09,1632,L8
3182,358384,-90.490476,31.210144,2022-11-09,1632,L8
3189,358391,-89.559823,31.280754,2022-11-09,1632,L8
3191,358393,-90.196512,31.302186,2022-11-09,1632,L8
3194,358396,-90.617658,31.318856,2022-11-09,1632,L8
3196,358398,-89.2646,31.371805,2022-11-09,1632,L8
3197,358399,-89.374999,31.38523,2022-11-09,1632,L8
3198,358400,-89.07546,31.447256,2022-11-09,1632,L8
3199,358401,-90.356293,31.463631,2022-11-09,1632,L8
3203,358405,-90.56151,31.50027,2022-11-09,1632,L8
3204,358406,-89.428198,31.503553,2022-11-09,1632,L8
3205,358407,-89.299007,31.528128,2022-11-09,1632,L8
3211,358413,-90.406542,31.613488,2022-11-09,1632,L8
3220,358422,-90.664901,31.674202,2022-11-09,1632,L8
3225,358427,-89.119771,31.815069,2022-11-09,1632,L8
3227,358429,-88.706287,31.835899,2022-11-09,1632,L8
3229,358431,-89.321863,31.850231,2022-11-09,1632,L8
3231,358433,-89.517912,31.949306,2022-11-09,1632,L8
3234,358436,-88.712945,32.02415,2022-11-09,1632,L8
3235,358437,-90.681679,32.040937,2022-11-09,1632,L8
3236,358438,-90.212412,32.068047,2022-11-09,1632,L8
3237,358439,-89.878589,32.109349,2022-11-09,1632,L8
3246,358448,-90.101064,32.147368,2022-11-09,1632,L8
3263,358465,-89.769371,32.218096,2022-11-09,1632,L8
3270,358472,-90.434745,32.262873,2022-11-09,1632,L8
3274,358476,-90.02861,32.273005,2022-11-09,1632,L8
3278,358480,-90.174103,32.300532,2022-11-09,1632,L8
3281,358483,-90.289069,32.300831,2022-11-09,1632,L8
3307,358509,-91.140319,29.282372,2022-11-09,1633,L8
3312,358514,-90.749483,29.477184,2022-11-09,1633,L8
3421,358623,-103.185229,31.158675,2022-11-09,1721,L9
3423,358625,-103.104992,31.284439,2022-11-09,1721,L9
3424,358626,-103.19668,31.284947,2022-11-09,1721,L9
3428,358630,-103.220382,31.431955,2022-11-09,1721,L9
3434,358636,-102.643776,31.496241,2022-11-09,1721,L9
3435,358637,-103.114847,31.501074,2022-11-09,1721,L9
3436,358638,-101.873947,31.885202,2022-11-09,1721,L9
3458,358660,-102.159029,31.985766,2022-11-09,1721,L9
3459,358661,-101.845597,32.000535,2022-11-09,1721,L9
3460,358662,-102.001921,32.005411,2022-11-09,1721,L9
3461,358663,-102.586574,32.070918,2022-11-09,1721,L9
3463,358665,-101.930336,32.152732,2022-11-09,1721,L9
3487,358689,-101.385614,32.180787,2022-11-09,1721,L9
3489,358691,-101.672258,32.194343,2022-11-09,1721,L9
3510,358712,-101.56279,32.238688,2022-11-09,1721,L9
3518,358720,-101.824843,32.260747,2022-11-09,1721,L9
3519,358721,-102.037597,32.345173,2022-11-09,1721,L9
3521,358723,-101.69728,32.34645,2022-11-09,1721,L9
3541,358743,-102.348553,32.39419,2022-11-09,1721,L9
3548,358750,-101.923492,32.429662,2022-11-09,1721,L9
3550,358752,-101.373637,32.430951,2022-11-09,1721,L9
3559,358761,-101.673899,32.44522,2022-11-09,1721,L9
3590,358792,-101.26202,32.483327,2022-11-09,1721,L9
3592,358794,-101.532902,32.49115,2022-11-09,1721,L9
3620,358822,-101.199261,32.892687,2022-11-09,1721,L9
3621,358823,-103.247735,31.010963,2022-11-09,1722,L9
3625,358827,-102.983364,31.269597,2022-11-09,1722,L9
3628,358830,-104.061267,25.30467,2022-11-09,1723,L9
3638,358840,-103.249153,25.333556,2022-11-09,1723,L9
3645,358847,-103.136193,25.431563,2022-11-09,1723,L9
3650,358852,-103.381466,25.468327,2022-11-09,1723,L9
3653,358855,-103.539391,25.584286,2022-11-09,1723,L9
3654,358856,-103.285162,25.673339,2022-11-09,1723,L9
3656,358858,-103.00456,25.690352,2022-11-09,1723,L9
3658,358860,-102.87863,26.329782,2022-11-09,1723,L9
3661,358863,-104.089085,26.61453,2022-11-09,1723,L9
3662,358864,-111.146525,45.56191,2022-11-09,1807,L8
3664,358866,-112.291017,39.535905,2022-11-09,1808,L8
3665,358867,-111.632215,41.563483,2022-11-09,1808,L8
3680,358882,-114.766305,32.400505,2022-11-09,1810,L8
3695,358897,-115.182434,32.530578,2022-11-09,1810,L8
3701,358903,-114.847595,32.629453,2022-11-09,1810,L8
3705,358907,-114.600073,33.589063,2022-11-09,1810,L8
3707,358909,-114.114925,34.810519,2022-11-09,1810,L8
3708,358910,-114.629861,34.876525,2022-11-09,1810,L8
3709,358911,-115.147252,32.157749,2022-11-09,1811,L8
3736,358938,-115.023815,32.247064,2022-11-09,1811,L8
3751,358953,-114.898382,32.370851,2022-11-09,1811,L8
3777,358979,-122.185401,48.17026,2022-11-09,1855,L9
3780,358982,-122.295592,48.197169,2022-11-09,1855,L9
3781,358983,-122.081477,48.205374,2022-11-09,1855,L9
3785,358987,-121.9261,48.278793,2022-11-09,1855,L9
3788,358990,-122.634834,48.349893,2022-11-09,1855,L9
3791,358993,-122.234815,48.401368,2022-11-09,1855,L9
3799,359001,-120.190323,48.465959,2022-11-09,1855,L9
3801,359003,-122.665568,48.479537,2022-11-09,1855,L9
3803,359005,-121.630996,48.487265,2022-11-09,1855,L9
3805,359007,-122.388402,48.505387,2022-11-09,1855,L9
3809,359011,-121.764411,48.577571,2022-11-09,1855,L9
3810,359012,-120.484779,48.642556,2022-11-09,1855,L9
3811,359013,-122.560813,48.810335,2022-11-09,1855,L9
3812,359014,-122.407967,48.847165,2022-11-09,1855,L9
3814,359016,-122.273583,48.921692,2022-11-09,1855,L9
3816,359018,-122.555022,49.002733,2022-11-09,1855,L9
3822,359024,-122.386228,49.086428,2022-11-09,1855,L9
3824,359026,-122.095607,49.093692,2022-11-09,1855,L9
3829,359031,-122.282598,49.121183,2022-11-09,1855,L9
3837,359039,-121.786806,49.185584,2022-11-09,1855,L9
3838,359040,-120.656665,49.211089,2022-11-09,1855,L9
3874,359076,-119.777939,49.255222,2022-11-09,1855,L9
3888,359090,-122.043443,49.284606,2022-11-09,1855,L9
3899,359101,-122.222546,49.306459,2022-11-09,1855,L9
3907,359109,-119.916409,49.382084,2022-11-09,1855,L9
3913,359115,-119.614842,49.654624,2022-11-09,1855,L9
3916,359118,-122.191766,49.748528,2022-11-09,1855,L9
3939,359141,-120.316047,49.853027,2022-11-09,1855,L9
3942,359144,-121.029365,49.89407,2022-11-09,1855,L9
3956,359158,-123.021684,43.777086,2022-11-09,1856,L9
3957,359159,-123.487162,43.805763,2022-11-09,1856,L9
3968,359170,-123.10576,43.889136,2022-11-09,1856,L9
3969,359171,-122.673888,43.910599,2022-11-09,1856,L9
3970,359172,-123.257555,43.92563,2022-11-09,1856,L9
3976,359178,-123.561835,43.933452,2022-11-09,1856,L9
3986,359188,-122.816817,43.965749,2022-11-09,1856,L9
3989,359191,-123.675094,44.000096,2022-11-09,1856,L9
4000,359202,-124.121951,44.004415,2022-11-09,1856,L9
4016,359218,-123.224795,44.058591,2022-11-09,1856,L9
4019,359221,-123.388368,44.099478,2022-11-09,1856,L9
4031,359233,-122.334478,44.158971,2022-11-09,1856,L9
4036,359238,-123.328602,44.203923,2022-11-09,1856,L9
4048,359250,-123.125849,44.205136,2022-11-09,1856,L9
4059,359261,-123.847283,44.240687,2022-11-09,1856,L9
4088,359290,-123.666819,44.296172,2022-11-09,1856,L9
4092,359294,-123.184397,44.316605,2022-11-09,1856,L9
4096,359298,-123.326624,44.321419,2022-11-09,1856,L9
4097,359299,-122.752124,44.323237,2022-11-09,1856,L9
4108,359310,-122.981995,44.352134,2022-11-09,1856,L9
4110,359312,-124.038629,44.396299,2022-11-09,1856,L9
4117,359319,-123.403962,44.461887,2022-11-09,1856,L9
4136,359338,-123.230653,44.504501,2022-11-09,1856,L9
4138,359340,-123.857952,44.508804,2022-11-09,1856,L9
4144,359346,-122.752074,44.513647,2022-11-09,1856,L9
4150,359352,-123.119778,44.543293,2022-11-09,1856,L9
4154,359356,-122.879561,44.558956,2022-11-09,1856,L9
4175,359377,-123.760397,44.611044,2022-11-09,1856,L9
4184,359386,-123.508439,44.637021,2022-11-09,1856,L9
4228,359430,-122.976987,44.643011,2022-11-09,1856,L9
4231,359433,-122.668792,44.689256,2022-11-09,1856,L9
4236,359438,-122.789904,44.699806,2022-11-09,1856,L9
4238,359440,-123.401506,44.708206,2022-11-09,1856,L9
4242,359444,-123.105741,44.716425,2022-11-09,1856,L9
4247,359449,-123.911836,44.720666,2022-11-09,1856,L9
4249,359451,-122.397651,44.73217,2022-11-09,1856,L9
4251,359453,-122.158153,44.735517,2022-11-09,1856,L9
4258,359460,-122.507013,44.747818,2022-11-09,1856,L9
4260,359462,-122.923885,44.750207,2022-11-09,1856,L9
4268,359470,-121.971725,44.778822,2022-11-09,1856,L9
4305,359507,-122.695256,44.840569,2022-11-09,1856,L9
4310,359512,-122.988295,44.847456,2022-11-09,1856,L9
4311,359513,-123.388138,44.861111,2022-11-09,1856,L9
4314,359516,-123.124289,44.887629,2022-11-09,1856,L9
4323,359525,-122.919021,44.976518,2022-11-09,1856,L9
4324,359526,-123.343258,44.976571,2022-11-09,1856,L9
4338,359540,-122.708362,45.026405,2022-11-09,1856,L9
4347,359549,-122.819875,45.046889,2022-11-09,1856,L9
4354,359556,-122.60142,45.071721,2022-11-09,1856,L9
4355,359557,-122.979863,45.076465,2022-11-09,1856,L9
4358,359560,-123.508233,45.088299,2022-11-09,1856,L9
4370,359572,-122.476369,45.118475,2022-11-09,1856,L9
4380,359582,-123.355196,45.122904,2022-11-09,1856,L9
4381,359583,-123.677552,45.125227,2022-11-09,1856,L9
4392,359594,-123.251241,45.164228,2022-11-09,1856,L9
4414,359616,-122.364628,45.185691,2022-11-09,1856,L9
4416,359618,-123.098225,45.197138,2022-11-09,1856,L9
4449,359651,-122.84633,45.267829,2022-11-09,1856,L9
4459,359661,-123.694291,45.278514,2022-11-09,1856,L9
4462,359664,-122.993561,45.283595,2022-11-09,1856,L9
4466,359668,-122.671826,45.288524,2022-11-09,1856,L9
4470,359672,-123.228125,45.302,2022-11-09,1856,L9
4503,359705,-122.391361,45.328691,2022-11-09,1856,L9
4505,359707,-122.225203,45.329305,2022-11-09,1856,L9
4540,359742,-122.507731,45.374079,2022-11-09,1856,L9
4542,359744,-122.906189,45.377531,2022-11-09,1856,L9
4556,359758,-122.281401,45.426347,2022-11-09,1856,L9
4561,359763,-123.024996,45.437786,2022-11-09,1856,L9
4569,359771,-123.173848,45.446837,2022-11-09,1856,L9
4596,359798,-121.606137,45.517045,2022-11-09,1856,L9
4599,359801,-121.450487,45.52017,2022-11-09,1856,L9
4704,359906,-121.510226,45.628978,2022-11-09,1856,L9
4705,359907,-123.062031,45.631655,2022-11-09,1856,L9
4710,359912,-122.188696,45.633111,2022-11-09,1856,L9
4711,359913,-123.27758,45.633765,2022-11-09,1856,L9
4713,359915,-121.297907,45.637352,2022-11-09,1856,L9
4718,359920,-122.834884,45.653154,2022-11-09,1856,L9
4724,359926,-123.550697,45.656267,2022-11-09,1856,L9
4745,359947,-121.770567,45.709304,2022-11-09,1856,L9
4749,359951,-121.646129,45.73895,2022-11-09,1856,L9
4775,359977,-123.28549,45.751206,2022-11-09,1856,L9
4779,359981,-121.550126,45.753163,2022-11-09,1856,L9
4785,359987,-122.422011,45.776293,2022-11-09,1856,L9
4786,359988,-121.399022,45.80353,2022-11-09,1856,L9
4883,360085,-122.699499,45.841084,2022-11-09,1856,L9
4903,360105,-122.579141,45.868786,2022-11-09,1856,L9
4914,360116,-122.437454,45.890588,2022-11-09,1856,L9
4917,360119,-123.659485,45.935162,2022-11-09,1856,L9
4921,360123,-121.388726,45.946226,2022-11-09,1856,L9
4923,360125,-121.231463,45.998443,2022-11-09,1856,L9
4930,360132,-123.492679,46.020786,2022-11-09,1856,L9
4931,360133,-122.946189,46.023186,2022-11-09,1856,L9
4934,360136,-123.246987,46.028332,2022-11-09,1856,L9
4936,360138,-123.064905,46.118222,2022-11-09,1856,L9
4937,360139,-123.182967,46.127275,2022-11-09,1856,L9
4943,360145,-123.410535,46.180684,2022-11-09,1856,L9
4945,360147,-122.723693,46.181628,2022-11-09,1856,L9
4948,360150,-122.883741,46.228883,2022-11-09,1856,L9
4957,360159,-122.910704,46.394954,2022-11-09,1856,L9
4965,360167,-122.749834,46.501901,2022-11-09,1856,L9
4966,360168,-122.937897,46.503508,2022-11-09,1856,L9
4967,360169,-121.88767,46.542124,2022-11-09,1856,L9
4968,360170,-123.2365,46.566457,2022-11-09,1856,L9
4981,360183,-121.668092,46.592965,2022-11-09,1856,L9
4997,360199,-122.927997,46.597726,2022-11-09,1856,L9
5016,360218,-123.09962,46.635773,2022-11-09,1856,L9
5027,360229,-123.04451,46.824251,2022-11-09,1856,L9
5028,360230,-122.928052,46.852044,2022-11-09,1856,L9
5035,360237,-122.334234,46.883607,2022-11-09,1856,L9
5039,360241,-122.628698,46.8925,2022-11-09,1856,L9
5041,360243,-122.442367,46.897953,2022-11-09,1856,L9
5045,360247,-122.803863,46.915341,2022-11-09,1856,L9
5077,360279,-122.197893,47.048762,2022-11-09,1856,L9
5078,360280,-122.846713,47.086023,2022-11-09,1856,L9
5081,360283,-121.760217,47.1191,2022-11-09,1856,L9
5099,360301,-120.7782,47.128554,2022-11-09,1856,L9
5108,360310,-120.988222,47.150255,2022-11-09,1856,L9
5110,360312,-123.052304,47.153603,2022-11-09,1856,L9
5116,360318,-121.088294,47.195703,2022-11-09,1856,L9
5117,360319,-122.501154,47.225686,2022-11-09,1856,L9
5118,360320,-121.945662,47.241088,2022-11-09,1856,L9
5119,360321,-122.238942,47.244761,2022-11-09,1856,L9
5120,360322,-122.833484,47.398608,2022-11-09,1856,L9
5123,360325,-122.007224,47.404148,2022-11-09,1856,L9
5128,360330,-122.237762,47.437227,2022-11-09,1856,L9
5131,360333,-120.533571,47.490162,2022-11-09,1856,L9
5133,360335,-122.965406,47.507241,2022-11-09,1856,L9
5171,360373,-122.660657,47.56613,2022-11-09,1856,L9
5172,360374,-122.342361,47.567986,2022-11-09,1856,L9
5176,360378,-121.994836,47.574375,2022-11-09,1856,L9
5178,360380,-120.630073,47.593702,2022-11-09,1856,L9
5181,360383,-120.762575,47.771022,2022-11-09,1856,L9
5187,360389,-122.72621,47.920181,2022-11-09,1856,L9
5188,360390,-122.194661,48.016744,2022-11-09,1856,L9
5192,360394,-122.843247,48.124186,2022-11-09,1856,L9
5193,360395,-122.479733,48.152535,2022-11-09,1856,L9
5218,360420,-124.032774,40.979861,2022-11-09,1857,L9
5219,360421,-122.899625,41.364399,2022-11-09,1857,L9
5222,360424,-122.916318,41.493581,2022-11-09,1857,L9
5226,360428,-124.155714,41.805572,2022-11-09,1857,L9
5228,360430,-124.229851,42.018258,2022-11-09,1857,L9
5230,360432,-124.110672,42.020014,2022-11-09,1857,L9
5250,360452,-123.478891,42.089506,2022-11-09,1857,L9
5256,360458,-122.976813,42.175074,2022-11-09,1857,L9
5257,360459,-123.27341,42.220142,2022-11-09,1857,L9
5258,360460,-123.687047,42.418886,2022-11-09,1857,L9
5356,360558,-124.296597,42.483587,2022-11-09,1857,L9
5361,360563,-124.386014,42.582232,2022-11-09,1857,L9
5366,360568,-124.235291,42.595574,2022-11-09,1857,L9
5368,360570,-124.454192,42.794003,2022-11-09,1857,L9
5502,360704,-123.067345,42.934515,2022-11-09,1857,L9
5509,360711,-124.233374,42.942208,2022-11-09,1857,L9
5527,360729,-123.981684,43.000564,2022-11-09,1857,L9
5528,360730,-123.221681,43.013205,2022-11-09,1857,L9
5546,360748,-123.437191,43.034196,2022-11-09,1857,L9
5548,360750,-124.278176,43.081382,2022-11-09,1857,L9
5635,360837,-123.115499,43.125203,2022-11-09,1857,L9
5646,360848,-124.356284,43.197184,2022-11-09,1857,L9
5651,360853,-123.980793,43.244783,2022-11-09,1857,L9
5654,360856,-123.872808,43.264837,2022-11-09,1857,L9
5657,360859,-123.165055,43.312351,2022-11-09,1857,L9
5659,360861,-123.32407,43.370901,2022-11-09,1857,L9
5661,360863,-124.22305,43.421547,2022-11-09,1857,L9
5662,360864,-123.91044,43.433378,2022-11-09,1857,L9
5664,360866,-123.265384,43.499364,2022-11-09,1857,L9
5676,360878,-123.211762,43.65831,2022-11-09,1857,L9
5681,360883,-123.675237,43.781306,2022-11-09,1857,L9
5690,360892,-123.901705,43.81729,2022-11-09,1857,L9
5699,360901,-124.032427,43.826448,2022-11-09,1857,L9
5797,360999,-123.661049,38.88403,2022-11-09,1858,L9
5799,361001,-123.693892,39.095243,2022-11-09,1858,L9
5805,361007,-123.724285,39.217517,2022-11-09,1858,L9
5813,361015,-123.790104,39.477136,2022-11-09,1858,L9
5815,361017,-123.494962,39.666094,2022-11-09,1858,L9
5820,361022,-123.735782,39.881328,2022-11-09,1858,L9
5822,361024,-123.690232,40.443797,2022-11-09,1858,L9
5824,361026,-123.835929,40.781473,2022-11-09,1858,L9
5830,361032,-123.978646,40.864128,2022-11-09,1858,L9
0,361035,-71.986889,45.225888,2022-11-10,1532,L8
1,361036,-72.604005,40.983632,2022-11-10,1533,L8
4,361039,-73.261196,41.173502,2022-11-10,1533,L8
9,361044,-73.011162,41.234306,2022-11-10,1533,L8
10,361045,-72.471977,41.302354,2022-11-10,1533,L8
12,361047,-73.130957,41.313866,2022-11-10,1533,L8
15,361050,-72.797531,41.360116,2022-11-10,1533,L8
18,361053,-73.742683,41.372977,2022-11-10,1533,L8
20,361055,-72.605681,41.398704,2022-11-10,1533,L8
22,361057,-71.857571,41.427432,2022-11-10,1533,L8
23,361058,-74.042684,41.463957,2022-11-10,1533,L8
24,361059,-72.722203,41.473484,2022-11-10,1533,L8
31,361066,-73.348345,41.532551,2022-11-10,1533,L8
